DF0070	ST016_HURMEKOSKI_2020	Hurmekoski	2020	1	2	1	Solid wood products	Other	Plywood	Not specified	Other	Not specified		Not specified	1.10	1.10	1.10					tCO2e/tCO2e	TRUE	1	Medium	Low	
DF0071	ST016_HURMEKOSKI_2020	Hurmekoski	2020	1	2	2	Paper/Fibre products	Packaging	Container board/packaging	Not specified	Packaging	Not specified		Not specified	1.40	1.40	1.40					tCO2e/tCO2e	TRUE	1	Medium	Low	
DF0072	ST016_HURMEKOSKI_2020	Hurmekoski	2020	1	2	4	Textiles	Textiles	Viscose	Not specified	Textile substitution	Not specified		Not specified	4.02	4.00	4.02					tCO2e/tCO2e	TRUE	1	Medium	Low	Table 3, DF includes upstream wood production emissions
DF0073	ST016_HURMEKOSKI_2020	Hurmekoski	2020	1	2	3	Energy	Bioenergy	CHP energy	Not specified	Energy substitution	Not specified		Not specified	0.97	0.70	0.97					tCO2e/tCO2e	TRUE	1	Medium	Low	include value chain emissions for bioenergy, which need to deducted, and also the upstream emissions of fossil energy must be added.
DF0074	ST017_HURMEKOSKI_2021	Hurmekoski	2021	1	2	5	Roundwood	Roundwood	Roundwood based on systematic review	Not specified	Mixed / aggregate use	Not specified		Not specified	0.55	0.55	0.55					tCO2e/tCO2e	TRUE	1	Low	Low	Wide range of studies included, also inclusdes good characterizations/groupings of system boundaries. Difficult to decipher exactly how the 0,55 figure includes upstream emisisons though, so could be higher  with definition used here. Also difficult to see if all product categories consider end use for energy. CONCLUSION: This number can be used as a conservative number for all downstream uses of roundwood, including end use.
DF0075	ST018_JELSE_2009	Jelse	2009	2	1	2	Paper/Fibre products	Packaging	Tetra Brik	PET bottle	Packaging	Not specified		Not specified	2.60	2.60	2.60					tCO2e/tCO2e	TRUE	1	Medium	Low	Used in BillerudKorsnäs study 2020
DF0076	ST018_JELSE_2009	Jelse	2009	2	1	2	Paper/Fibre products	Packaging	Tetra Brik	HDPE bottle	Packaging	Not specified		Not specified	1.60	1.60	1.60					tCO2e/tCO2e	TRUE	1	Medium	Low	Used in BillerudKorsnäs study 2020
DF0077	ST019_JONSSON_2021	Jonsson	2021	1	2	1	Solid wood products	Other	Solid wood, long-lived	Not specified	Other	Not specified		Not specified	1.10	1.10	1.10					tCO2e/tCO2e	TRUE	1	Medium	Low	Useful sector study for EU -> CEPI work
DF0078	ST019_JONSSON_2021	Jonsson	2021	1	2	1	Solid wood products	Other	Solid wood, medium-lived	Not specified	Other	Not specified		Not specified	0.55	0.55	0.55					tCO2e/tCO2e	TRUE	1	Medium	Low	
DF0079	ST019_JONSSON_2021	Jonsson	2021	1	2	3	Energy	Bioenergy	Fuelwood/bioenergy	Not specified	Energy substitution	Not specified		Not specified	0.93	0.76	0.93					tCO2e/tCO2e	TRUE	1	Medium	Low	Table 6. Seems to include value chain emissions for bioenergy, which need to deducted, and also the upstream emissions of fossil energy must be added (in this case coal/gas)
